ts_code,ann_date,end_date,audit_result,audit_agency,audit_sign
000892.SZ,20160206,20151231,带强调事项段的无保留意见,天健会计师事务所,"张凯,赵兴明"
000892.SZ,20150422,20141231,无法表示意见,天健会计师事务所,"张凯,赵兴明"
000892.SZ,20140130,20131231,带强调事项段的无保留意见,天健会计师事务所,"张凯,赵兴明"
000892.SZ,20130315,20121231,带强调事项段的无保留意见,立信会计师事务所,"黄晔,忻波"
000892.SZ,20120120,20111231,带强调事项段的无保留意见,立信会计师事务所,"单峰,忻波"
000892.SZ,20110225,20101231,带强调事项段的无保留意见,立信会计师事务所,"单峰,汪虹"
000892.SZ,20100826,20100630,带强调事项段的无保留意见,立信会计师事务所,"钱志昂,单峰"
000892.SZ,20100317,20091231,带强调事项段的无保留意见,立信会计师事务所,"钱志昂,单峰"
000893.SZ,20180428,20171231,无法表示意见,中勤万信会计师事务所,"陈明生,吴震"
000893.SZ,20170331,20161231,带强调事项段的无保留意见,广东正中珠江会计师事务所,"杨文蔚,姚静"
000908.SZ,20140828,20140630,带强调事项段的无保留意见,天职国际会计师事务所,"刘智清,李晓阳,曾春卫"
000908.SZ,20140227,20131231,带强调事项段的无保留意见,天职国际会计师事务所,"刘智清,李晓阳,曾春卫"
000908.SZ,20130426,20121231,带强调事项段的无保留意见,天职国际会计师事务所,"刘智清,李晓阳,曾春卫"
000912.SZ,20190320,20181231,带强调事项段的无保留意见,四川华信(集团)会计师事务所,"何寿福,谢海林"
000912.SZ,20180423,20171231,保留意见,四川华信(集团)会计师事务所,"唐方模,何寿福"
000913.SZ,20160420,20151231,保留意见,天健会计师事务所,"王国海,毛莉"
000913.SZ,20150421,20141231,保留意见,天健会计师事务所,"王国海,毛莉,石斌全"
000913.SZ,20140415,20131231,保留意见,天健会计师事务所,"陈亚萍,毛莉"
000915.SZ,20100313,20091231,带强调事项段的无保留意见,中瑞岳华会计师事务所,"王夕贤,王富斌"
000921.SZ,20130329,20121231,保留意见,国富浩华会计师事务所,"胡佳青,马丽"
000921.SZ,20120330,20111231,保留意见,国富浩华会计师事务所,"胡佳青,马丽"
000921.SZ,20110331,20101231,保留意见,立信大华会计师事务所,"丘运良,康跃华"
000921.SZ,20100409,20091231,保留意见,立信大华会计师事务所,"高德惠,康跃华"
000922.SZ,20120412,20111231,带强调事项段的无保留意见,中瑞岳华会计师事务所,"张力,黄清双"
000922.SZ,20110310,20101231,带强调事项段的无保留意见,中瑞岳华会计师事务所,"张力,黄清双"
000922.SZ,20100415,20091231,带强调事项段的无保留意见,中瑞岳华会计师事务所,"张力,黄清双"
000927.SZ,20190330,20181231,带强调事项段的无保留意见,致同会计师事务所,"奚大伟,孙鸥"
000927.SZ,20180331,20171231,带强调事项段的无保留意见,致同会计师事务所,"奚大伟,孙鸥"
000927.SZ,20170401,20161231,带强调事项段的无保留意见,瑞华会计师事务所,"张富根,薛东升"
000927.SZ,20160401,20151231,带强调事项段的无保留意见,瑞华会计师事务所,"张富根,薛东升"
000927.SZ,20150401,20141231,带强调事项段的无保留意见,致同会计师事务所,"关黎明,孙鸥"
000930.SZ,20170425,20161231,带强调事项段的无保留意见,天职国际会计师事务所,"张居忠,文冬梅,江峰"
000930.SZ,20160428,20151231,带强调事项段的无保留意见,天职国际会计师事务所,"周学民,文冬梅,江峰"
000950.SZ,20140311,20131231,保留意见,天健会计师事务所,"张凯,于波成"
000953.SZ,20190312,20181231,带强调事项段的无保留意见,中兴财光华会计师事务所,"李秀华,张宝岩"
000953.SZ,20180228,20171231,带强调事项段的无保留意见,中兴财光华会计师事务所,"李秀华,周春利"
000953.SZ,20170301,20161231,带强调事项段的无保留意见,立信会计师事务所,"林盛,祁春燕"
000958.SZ,20140321,20131231,带强调事项段的无保留意见,瑞华会计师事务所,"耿凤滢,梁双才"
000958.SZ,20130426,20121231,带强调事项段的无保留意见,中瑞岳华会计师事务所,"朱海武,师玉春"
000958.SZ,20120426,20111231,带强调事项段的无保留意见,中瑞岳华会计师事务所,"师玉春,丁勇"
000958.SZ,20110429,20101231,带强调事项段的无保留意见,中瑞岳华会计师事务所,师玉春
000958.SZ,20100427,20091231,带强调事项段的无保留意见,中瑞岳华会计师事务所,"杨力强,师玉春"
000960.SZ,20110420,20101231,带强调事项段的无保留意见,信永中和会计师事务所,"魏勇,范晓程"
000962.SZ,20180417,20171231,带强调事项段的无保留意见,大华会计师事务所,"朱珉东,刘国辉"
000962.SZ,20170307,20161231,带强调事项段的无保留意见,中天运会计师事务所,"吕志,信翠双"
000971.SZ,20190427,20181231,无法表示意见,中审众环会计师事务所,"范桂铭,方正"
000972.SZ,20190430,20181231,带强调事项段的无保留意见,中兴财光华会计师事务所,"王新文,陈海龙"
000972.SZ,20170415,20161231,带强调事项段的无保留意见,中兴财光华会计师事务所,"王新文,陈海龙"
000972.SZ,20140429,20131231,带强调事项段的无保留意见,利安达会计师事务所,"孟昭峰,刘秀文"
000972.SZ,20130425,20121231,带强调事项段的无保留意见,利安达会计师事务所,"孟昭峰,王吉庆"
000972.SZ,20120427,20111231,保留意见,信永中和会计师事务所,"潘敏,朱诗义"
000981.SZ,20190430,20181231,保留意见,天健会计师事务所,"施其林,王润"
000982.SZ,20190430,20181231,保留意见,立信会计师事务所,"张福建,赵莉"
000982.SZ,20170429,20161231,带强调事项段的无保留意见,立信会计师事务所,"于新波,张福建"
000982.SZ,20160428,20151231,带强调事项段的无保留意见,信永中和会计师事务所,"李耀忠,赵小刚"
000982.SZ,20150425,20141231,保留意见,信永中和会计师事务所,"李耀忠,常瑛"
000982.SZ,20140430,20131231,保留意见,信永中和会计师事务所,"司建军,常瑛"
002002.SZ,20130125,20121231,带强调事项段的无保留意见,大信会计师事务所,"万方全,狄香雨"
002002.SZ,20120319,20111231,带强调事项段的无保留意见,大信会计师事务所,"万方全,狄香雨"
002002.SZ,20110322,20101231,带强调事项段的无保留意见,大信会计师事务所,"狄香雨,万方全"
002002.SZ,20100320,20091231,带强调事项段的无保留意见,大信会计师事务所,"狄香雨,万方全"
002005.SZ,20190429,20181231,保留意见,立信会计师事务所,"黄志伟,张海兵"
002012.SZ,20140325,20131231,带强调事项段的无保留意见,天健会计师事务所,"陈亚萍,廖屹峰"
002015.SZ,20190419,20181231,带强调事项段的无保留意见,立信会计师事务所,"潘永祥,吉正山"
002015.SZ,20180420,20171231,带强调事项段的无保留意见,立信会计师事务所,"潘永祥,吉正山"
002015.SZ,20150430,20141231,带强调事项段的无保留意见,立信会计师事务所,"赵焕琪,王翔"
002015.SZ,20140429,20131231,无法表示意见,立信会计师事务所,"赵焕琪,王翔"
002018.SZ,20190430,20181231,保留意见,上会会计师事务所,"曹晓雯,陈烨"
002018.SZ,20180427,20171231,无法表示意见,上会会计师事务所,"曹晓雯,张健"
002021.SZ,20190427,20181231,保留意见,立信会计师事务所,"常明,孙彦民"
002021.SZ,20180426,20171231,带强调事项段的无保留意见,立信会计师事务所,"常明,孙彦民"
002069.SZ,20190427,20181231,保留意见,大华会计师事务所,"董超,李斌"
002069.SZ,20180428,20171231,保留意见,大华会计师事务所,"董超,李斌"
002071.SZ,20190429,20181231,带强调事项段的无保留意见,瑞华会计师事务所,"邢士军,张广志"
002072.SZ,20190430,20181231,无法表示意见,中喜会计师事务所,"李力,陈翔"
002072.SZ,20180428,20171231,保留意见,中喜会计师事务所,"马燕,单鹏飞"
002072.SZ,20170429,20161231,保留意见,中喜会计师事务所,"马燕,单鹏飞"
002072.SZ,20160426,20151231,保留意见,中喜会计师事务所,"李力,单鹏飞"
002072.SZ,20130426,20121231,带强调事项段的无保留意见,中喜会计师事务所,"李力,陈翔"
002072.SZ,20120427,20111231,带强调事项段的无保留意见,中喜会计师事务所,"李力,陈翔"
002072.SZ,20110426,20101231,带强调事项段的无保留意见,山东正源和信会计师事务所,"单英明,孔令芹"
002075.SZ,20100827,20100630,带强调事项段的无保留意见,江苏天衡会计师事务所,"虞丽新,孙伟"
002075.SZ,20100428,20091231,带强调事项段的无保留意见,江苏天衡会计师事务所,"虞丽新,孙伟"
002076.SZ,20190427,20181231,带强调事项段的无保留意见,大华会计师事务所,"李轶芳,陈瑜星"
002089.SZ,20190430,20181231,保留意见,大信会计师事务所,"黄福生,吴付涛"
002098.SZ,20190430,20181231,带强调事项段的无保留意见,福建华兴会计师事务所,"林希敏,林文锋"
002102.SZ,20190430,20181231,保留意见,中兴财光华会计师事务所,"许洪磊,周墨"
002113.SZ,20190426,20181231,保留意见,中审华会计师事务所,"吴淳,蒋元"
002113.SZ,20180417,20171231,带强调事项段的无保留意见,中审华会计师事务所,"姚运海,蒋元"
002114.SZ,20120322,20111231,带强调事项段的无保留意见,信永中和会计师事务所,"魏勇,胡相宁"
002118.SZ,20140225,20131231,保留意见,中准会计师事务所,"韩波,支力"
002118.SZ,20130426,20121231,保留意见,中准会计师事务所,"韩波,支力"
002118.SZ,20120426,20111231,保留意见,中准会计师事务所,"韩波,支力"
002121.SZ,20190423,20181231,带强调事项段的无保留意见,大华会计师事务所,"张兴,刘国平"
002122.SZ,20190430,20181231,带强调事项段的无保留意见,中兴财光华会计师事务所,"张学福,李晓斐"
002122.SZ,20180428,20171231,无法表示意见,普华永道中天会计师事务所,"李燕玉,朱哲民"
002122.SZ,20180428,20171231,带强调事项段的无保留意见,中兴财光华会计师事务所,"张学福,李晓斐"
002124.SZ,20190424,20181231,带强调事项段的无保留意见,天职国际会计师事务所,"周学民,周春阳"
002124.SZ,20140318,20131231,带强调事项段的无保留意见,天职国际会计师事务所,"张居忠,文冬梅"
002131.SZ,20170401,20161231,带强调事项段的无保留意见,天健会计师事务所,"沃巍勇,罗联玬"
002143.SZ,20190429,20181231,无法表示意见,中喜会计师事务所,"魏汝翔,黄宾"
002145.SZ,20120829,20120630,带强调事项段的无保留意见,信永中和会计师事务所,"徐秉惠,李亚望"
002145.SZ,20120425,20111231,保留意见,信永中和会计师事务所,"徐秉惠,牟宇宏"
002145.SZ,20110423,20101231,保留意见,信永中和会计师事务所,"徐秉惠,牟宇红"
002145.SZ,20100416,20091231,无法表示意见,信永中和会计师事务所,"徐秉惠,牟宇红"
002147.SZ,20190427,20181231,保留意见,中勤万信会计师事务所,"李晓敏,汪正华"
002147.SZ,20160422,20151231,带强调事项段的无保留意见,利安达会计师事务所,"顾宇倩,叶帮芬"
002147.SZ,20150418,20141231,保留意见,瑞华会计师事务所,"李海林,何晶晶"
002164.SZ,20190427,20181231,带强调事项段的无保留意见,立信会计师事务所,"郭宪明,唐吉鸿"
002164.SZ,20190427,20181231,保留意见,立信会计师事务所,"郭宪明,唐吉鸿"
002167.SZ,20150429,20141231,带强调事项段的无保留意见,广东正中珠江会计师事务所,"王旭彬,张腾"
002175.SZ,20190426,20181231,无法表示意见,中审华会计师事务所,沈芳杨少石
002175.SZ,20190426,20181231,无法表示意见,中审华会计师事务所,"沈芳,杨少石"
002181.SZ,20190305,20181231,带强调事项段的无保留意见,立信会计师事务所,"张宁,刘国棣"
002181.SZ,20180420,20171231,带强调事项段的无保留意见,立信会计师事务所,"张宁,朱劲"
002181.SZ,20170419,20161231,带强调事项段的无保留意见,立信会计师事务所,"张宁,张曦"
002188.SZ,20190131,20181231,保留意见,中汇会计师事务所,"杨端平,徐剑峰"
002188.SZ,20180427,20171231,无法表示意见,中汇会计师事务所,"任成,徐剑锋"
002188.SZ,20170427,20161231,保留意见,中汇会计师事务所,"任成,徐剑峰"
002200.SZ,20180426,20171231,保留意见,信永中和会计师事务所,"张为,杨伟明"
002200.SZ,20180426,20171231,保留意见,信永中和会计师事务所,"张为,杨伟明"
002200.SZ,20170427,20161231,带强调事项段的无保留意见,信永中和会计师事务所,"张为,李云虹"
002200.SZ,20130424,20121231,带强调事项段的无保留意见,山东正源和信会计师事务所,"刘元锁,吴岳"
002200.SZ,20120426,20111231,保留意见,山东正源和信会计师事务所,"刘元锁,吴岳"
002200.SZ,20110430,20101231,无法表示意见,中准会计师事务所,"李飞鹰,杨迪航"
002200.SZ,20100430,20091231,保留意见,中审亚太会计师事务所,"方自维,刘蓉晖"
002207.SZ,20180426,20171231,保留意见,立信会计师事务所,"韩频,王法亮"
002207.SZ,20170427,20161231,保留意见,立信会计师事务所,"韩频,王法亮"
002210.SZ,20190430,20181231,无法表示意见,立信会计师事务所,"钟宇,宋保军"
002219.SZ,20190430,20181231,带强调事项段的无保留意见,瑞华会计师事务所,"刘志文,宫岩"
002220.SZ,20190427,20181231,保留意见,致同会计师事务所,"关涛,张彦军"
002235.SZ,20110427,20101231,带强调事项段的无保留意见,深圳市鹏城会计师事务所,"李萍,彭中"
002235.SZ,20100430,20091231,带强调事项段的无保留意见,中审国际会计师事务所,"涂蓬芳,陈祖珍"
002237.SZ,20160428,20151231,带强调事项段的无保留意见,山东和信会计师事务所,"刘学伟,王丽敏"
002247.SZ,20190430,20181231,保留意见,天健会计师事务所,"宋慧娟,季佳佳"
002248.SZ,20190329,20181231,带强调事项段的无保留意见,信永中和会计师事务所,"毕强,姚丰全"
002248.SZ,20180330,20171231,带强调事项段的无保留意见,信永中和会计师事务所,"毕强,姚丰全"
002248.SZ,20170426,20161231,带强调事项段的无保留意见,信永中和会计师事务所,"毕强,姚丰全"
002256.SZ,20110420,20101231,带强调事项段的无保留意见,深圳市鹏城会计师事务所,"侯立勋,支梓"
002259.SZ,20190430,20181231,无法表示意见,四川华信(集团)会计师事务所,"张兰,周平"
002259.SZ,20180427,20171231,带强调事项段的无保留意见,四川华信(集团)会计师事务所,"周平,张兰"
002263.SZ,20190628,20181231,带强调事项段的无保留意见,中汇会计师事务所,"包平荣,吴星光"
002264.SZ,20160420,20151231,带强调事项段的无保留意见,天健会计师事务所,"陈祖珍,骆建新"
002268.SZ,20190426,20181231,带强调事项段的无保留意见,大华会计师事务所,"钟平修,曹云华"
002278.SZ,20150424,20141231,带强调事项段的无保留意见,立信会计师事务所,"康吉言,骆毅"
002278.SZ,20140426,20131231,带强调事项段的无保留意见,立信会计师事务所,"骆毅,戴定毅"
002279.SZ,20190430,20181231,保留意见,立信会计师事务所,"梁谦海,胡碟"
002288.SZ,20180426,20171231,保留意见,利安达会计师事务所,"周阿春,白漫"
002290.SZ,20190430,20181231,无法表示意见,华普天健会计师事务所,"卢珍,汤小龙,曹星星"
002290.SZ,20170426,20161231,保留意见,华普天健会计师事务所,"卢珍,孔晶晶,汤小龙"
002306.SZ,20190301,20181231,带强调事项段的无保留意见,立信会计师事务所,"徐士宝,冯雪"
002306.SZ,20180424,20171231,带强调事项段的无保留意见,立信会计师事务所,"廖家河,徐士宝"
002306.SZ,20170426,20161231,带强调事项段的无保留意见,立信会计师事务所,"廖家河,徐士宝"
002306.SZ,20160430,20151231,带强调事项段的无保留意见,立信会计师事务所,"廖家河,徐士宝"
002306.SZ,20150429,20141231,无法表示意见,立信会计师事务所,"廖家河,段奇"
002310.SZ,20190422,20181231,带强调事项段的无保留意见,立信会计师事务所,"廖家河,冯雪"
002316.SZ,20140430,20131231,保留意见,瑞华会计师事务所,"李萍,魏国光"
002323.SZ,20190427,20181231,带强调事项段的无保留意见,中兴财光华会计师事务所,"赵海宾,彭国栋"
002336.SZ,20160419,20151231,带强调事项段的无保留意见,立信会计师事务所,"宣宜辰,杨艳"
002336.SZ,20150428,20141231,带强调事项段的无保留意见,立信会计师事务所,"宣宜辰,杨艳"
002341.SZ,20190423,20181231,带强调事项段的无保留意见,亚太(集团)会计师事务所,"王瑜军,李德洲"
002354.SZ,20190430,20181231,保留意见,中审众环会计师事务所,"闫丙旗,杜高强"
002356.SZ,20190430,20181231,无法表示意见,广东正中珠江会计师事务所,"何国铨,刘伟"
002359.SZ,20190430,20181231,无法表示意见,致同会计师事务所,"陈广清,付平"
002362.SZ,20130316,20121231,带强调事项段的无保留意见,致同会计师事务所,"冯万奇,张镝"
002362.SZ,20120324,20111231,带强调事项段的无保留意见,京都天华会计师事务所,"冯万奇,白希楼"
002384.SZ,20160421,20151231,带强调事项段的无保留意见,天健会计师事务所,"乔如林,张扬"
002388.SZ,20150728,20150630,带强调事项段的无保留意见,立信会计师事务所,"崔岩,付忠伟"
002388.SZ,20150414,20141231,带强调事项段的无保留意见,立信会计师事务所,"崔岩,付忠伟"
002422.SZ,20140426,20131231,保留意见,毕马威华振会计师事务所,"虞晓钧,万姝"
002426.SZ,20190426,20181231,保留意见,天衡会计师事务所,"谈建忠,谢文彬"
002427.SZ,20190410,20181231,保留意见,利安达会计师事务所,"王小宝,刘素云"
002427.SZ,20180428,20171231,无法表示意见,众华会计师事务所,"周敏,吴秀玲"
002445.SZ,20190430,20181231,保留意见,江苏公证天业会计师事务所,"沈岩,华可天"
002447.SZ,20190429,20181231,保留意见,致同会计师事务所,"姜韬,张彦军"
002447.SZ,20180428,20171231,保留意见,致同会计师事务所,"姜韬,王雨"
002450.SZ,20190430,20181231,无法表示意见,瑞华会计师事务所,"江晓,王支建"
002459.SZ,20130425,20121231,保留意见,上海上会会计师事务所,"张素霞,袁涛"
002464.SZ,20190430,20181231,带强调事项段的无保留意见,中兴华会计师事务所,"刘炼,李云飞"
002470.SZ,20190430,20181231,保留意见,大信会计师事务所,"杨春强,甘思同"
002471.SZ,20190329,20181231,带强调事项段的无保留意见,天职国际会计师事务所,"王传邦,陈柏林"
002473.SZ,20180425,20171231,保留意见,亚太(集团)会计师事务所,"李孝念,刘军杰"
002473.SZ,20170428,20161231,无法表示意见,众华会计师事务所,"朱依君,沈景宵"
002477.SZ,20190425,20181231,无法表示意见,亚太(集团)会计师事务所,"吕子玲,贾小鹤"
002490.SZ,20170406,20161231,带强调事项段的无保留意见,信永中和会计师事务所,"王贡勇,张秀芹"
002496.SZ,20190427,20181231,保留意见,天健会计师事务所,"朱国刚,张春洋"
002496.SZ,20180428,20171231,带强调事项段的无保留意见,天健会计师事务所,"闾力华,张春洋"
002499.SZ,20190425,20181231,无法表示意见,天健会计师事务所,"张凯,陈丘刚"
002501.SZ,20190430,20181231,无法表示意见,中准会计师事务所,"徐运生,赵德权"
002505.SZ,20160426,20151231,带强调事项段的无保留意见,天健会计师事务所,"李永利,刘利亚"
002506.SZ,20140429,20131231,无法表示意见,大信会计师事务所,"陈立新,朱劲松"
002506.SZ,20130427,20121231,保留意见,大信会计师事务所,"陈立新,朱劲松"
002506.SZ,20120426,20111231,保留意见,天健会计师事务所,"葛徐,杜昕"
002509.SZ,20190430,20181231,带强调事项段的无保留意见,大信会计师事务所,"陈立新,周园"
002512.SZ,20190430,20181231,带强调事项段的无保留意见,瑞华会计师事务所,"印碧辉,荣矾"
002513.SZ,20190416,20181231,保留意见,江苏公证天业会计师事务所,"丁春荣,吕卫星"
002513.SZ,20180428,20171231,保留意见,江苏公证天业会计师事务所,"丁春荣,吕卫星"
002514.SZ,20180426,20171231,带强调事项段的无保留意见,江苏苏亚金诚会计师事务所,"杨伯民,李佰鑫"
002514.SZ,20170429,20161231,保留意见,立信会计师事务所,"朱蓬,王智恺"
002535.SZ,20190430,20181231,保留意见,北京兴华会计师事务所,"张砚东,郭学军"
002549.SZ,20150429,20141231,保留意见,致同会计师事务所,"金鑫,王怀发"
002549.SZ,20140425,20131231,保留意见,致同会计师事务所,"龙传喜,金鑫"
002558.SZ,20160429,20151231,保留意见,瑞华会计师事务所,"王长勇,罗西彬玉"
002562.SZ,20140426,20131231,带强调事项段的无保留意见,天健会计师事务所,"沈培强,吴慧"
002562.SZ,20130423,20121231,带强调事项段的无保留意见,天健会计师事务所,"沈培强,戚铁桥"
002569.SZ,20190429,20181231,带强调事项段的无保留意见,立信会计师事务所,"蔡畅,王昌功,陶凌雪"
002581.SZ,20190425,20181231,保留意见,中喜会计师事务所,"李松清,吴丽丽"
002581.SZ,20180428,20171231,保留意见,中喜会计师事务所,"刘洛,李松清"
002584.SZ,20190429,20181231,保留意见,天健会计师事务所,"禤文欣,陈建成"
002586.SZ,20190430,20181231,保留意见,天健会计师事务所,"程志刚,高勇"
002608.SZ,20160429,20151231,带强调事项段的无保留意见,天衡会计师事务所,"骆竞,何玉勤"
002613.SZ,20190426,20181231,保留意见,信永中和会计师事务所,"孙政军,赵利红"
002628.SZ,20170427,20161231,带强调事项段的无保留意见,天健会计师事务所,"阮响华,陈洪涛"
002629.SZ,20190429,20181231,保留意见,亚太(集团)会计师事务所,"周含军,戴勤永"
002629.SZ,20180427,20171231,带强调事项段的无保留意见,亚太(集团)会计师事务所,"周铁华,欧阳卓"
002629.SZ,20170331,20161231,带强调事项段的无保留意见,众华会计师事务所,"梁烽,文爱凤"
002635.SZ,20120328,20111231,带强调事项段的无保留意见,江苏公证天业会计师事务所,"刘勇,丁春荣"
002637.SZ,20190430,20181231,带强调事项段的无保留意见,天健会计师事务所,"朱大为,崔文正"
002638.SZ,20190430,20181231,保留意见,瑞华会计师事务所,"江晓,邱志强"
002638.SZ,20140424,20131231,带强调事项段的无保留意见,瑞华会计师事务所,"孙忠英,刘涛"
002638.SZ,20130426,20121231,带强调事项段的无保留意见,国富浩华会计师事务所,"孙忠英,刘涛"
002647.SZ,20180428,20171231,保留意见,中汇会计师事务所,"吴成航,包平荣"
002647.SZ,20170428,20161231,保留意见,中汇会计师事务所,"吴成航,包平荣"
002647.SZ,20150428,20141231,保留意见,中汇会计师事务所,"吴成航,包平荣"
002647.SZ,20140430,20131231,带强调事项段的无保留意见,天健会计师事务所,"黄元喜,许明强"
002647.SZ,20130427,20121231,带强调事项段的无保留意见,天健会计师事务所,"陈曙,黄元喜"
002650.SZ,20180428,20171231,保留意见,天健会计师事务所,"魏五军,石磊"
002654.SZ,20180428,20171231,带强调事项段的无保留意见,立信会计师事务所,"宣宜辰,付忠伟"
002670.SZ,20190430,20181231,带强调事项段的无保留意见,立信会计师事务所,"杨志平,潘留焱"
002684.SZ,20190430,20181231,保留意见,广东正中珠江会计师事务所,"吉争雄,郭俊彬"
002692.SZ,20190430,20181231,保留意见,江苏公证天业会计师事务所,"柏凌菁,薛敏"
002694.SZ,20160416,20151231,带强调事项段的无保留意见,中勤万信会计师事务所,"王永新,陈海艳"
002694.SZ,20150429,20141231,带强调事项段的无保留意见,中勤万信会计师事务所,"王永新,陈海艳"
002696.SZ,20190430,20181231,保留意见,大信会计师事务所,"邹宏文,黎程"
002699.SZ,20190430,20181231,保留意见,天健会计师事务所,"赵海荣,陈艳"
002700.SZ,20180330,20171231,带强调事项段的无保留意见,中勤万信会计师事务所,"李志光,陈丽敏"
002711.SZ,20190430,20181231,无法表示意见,瑞华会计师事务所,"聂勇,郭春林"
002715.SZ,20170428,20161231,带强调事项段的无保留意见,中喜会计师事务所,"苏志军,王会栓"
002715.SZ,20160430,20151231,保留意见,信永中和会计师事务所,"王建新,张永德"
002716.SZ,20190430,20181231,保留意见,天健会计师事务所,"刘钢跃,周毅"
002719.SZ,20190425,20181231,带强调事项段的无保留意见,希格玛会计师事务所,"王侠,吴丽"
002742.SZ,20190423,20181231,带强调事项段的无保留意见,天健会计师事务所,"弋守川,唐明"
002766.SZ,20190430,20181231,无法表示意见,亚太(集团)会计师事务所,"刘振国,孙志军"
002800.SZ,20170413,20161231,带强调事项段的无保留意见,大华会计师事务所,"刘耀辉,薛祈明"
002809.SZ,20190430,20181231,带强调事项段的无保留意见,广东正中珠江会计师事务所,"洪文伟,冯军"
002848.SZ,20190423,20181231,带强调事项段的无保留意见,天健会计师事务所,"李剑,姜丰丰"
002872.SZ,20190426,20181231,无法表示意见,北京兴华会计师事务所,"邹志文,胡毅"
002941.SZ,20140429,20131231,,新疆驰远天合会计师事务所,
002958.SZ,20150910,20131231,带强调事项段的无保留意见,立信会计师事务所,
002958.SZ,20150910,20121231,带强调事项段的无保留意见,立信会计师事务所,
002958.SZ,20150910,20111231,带强调事项段的无保留意见,立信会计师事务所,
300004.SZ,20190426,20181231,保留意见,广东正中珠江会计师事务所,"何国铨,周济平"
300020.SZ,20180419,20171231,带强调事项段的无保留意见,瑞华会计师事务所,"谭争,许旭光"
300020.SZ,20170422,20161231,带强调事项段的无保留意见,瑞华会计师事务所,"谭争,许旭光"
300029.SZ,20190418,20181231,保留意见,中兴财光华会计师事务所,"王焕军,漏玉燕"
300029.SZ,20180418,20171231,带强调事项段的无保留意见,中兴财光华会计师事务所,"林猛,濮舒清"
300029.SZ,20170425,20161231,带强调事项段的无保留意见,天衡会计师事务所,"葛惠平,宋朝晖"
300029.SZ,20160428,20151231,带强调事项段的无保留意见,天衡会计师事务所,"葛惠平,宋朝晖"
300029.SZ,20150425,20141231,带强调事项段的无保留意见,天衡会计师事务所,"郭澳,葛启海"
300033.SZ,20160205,20151231,带强调事项段的无保留意见,天健会计师事务所,"廖屹峰,徐银"
300033.SZ,20150321,20141231,带强调事项段的无保留意见,天健会计师事务所,"缪志坚,金国华"
300033.SZ,20140412,20131231,带强调事项段的无保留意见,天健会计师事务所,"缪志坚,陈炎鑫"
300033.SZ,20130422,20121231,带强调事项段的无保留意见,天健会计师事务所,"缪志坚,陈炎鑫"
300052.SZ,20150422,20141231,带强调事项段的无保留意见,大华会计师事务所,"陈葆华,周灵芝"
300056.SZ,20180403,20171231,带强调事项段的无保留意见,希格玛会计师事务所,"陈长源,陈颖洁"
300061.SZ,20190426,20181231,带强调事项段的无保留意见,大信会计师事务所,"呙华文,袁华峰"
300063.SZ,20180426,20171231,无法表示意见,天职国际会计师事务所,"黄琼,綦东钰"
300086.SZ,20120411,20111231,带强调事项段的无保留意见,中审亚太会计师事务所,"李志林,吴丽瑜"
300086.SZ,20110308,20101231,带强调事项段的无保留意见,中审国际会计师事务所,"宣宜辰,杨艳"
300089.SZ,20190501,20181231,无法表示意见,大华会计师事务所,"张晓辉,熊玲"
300090.SZ,20190430,20181231,保留意见,中审华会计师事务所,"陈志,李启有"
300090.SZ,20180428,20171231,保留意见,中审华会计师事务所,"陈志,金益平"
300093.SZ,20190501,20181231,无法表示意见,北京永拓会计师事务所,"吕润波,徐玉超"
300116.SZ,20190430,20181231,无法表示意见,利安达会计师事务所,"曹忠志,董梁军"
300116.SZ,20180427,20171231,保留意见,利安达会计师事务所,"曹忠志,董梁军"
300135.SZ,20160430,20151231,带强调事项段的无保留意见,立信会计师事务所,"赵焕琪,夏利忠"
300142.SZ,20160430,20151231,保留意见,信永中和会计师事务所,"张为,杨文华"
300152.SZ,20190426,20181231,带强调事项段的无保留意见,亚太(集团)会计师事务所,"周含军,戴勤永"
300152.SZ,20180425,20171231,带强调事项段的无保留意见,亚太(集团)会计师事务所,"吴平权,周铁华"
300152.SZ,20150829,20150630,保留意见,众环海华会计师事务所,"汤家俊,汤甜甜"
300156.SZ,20190430,20181231,无法表示意见,大信会计师事务所,"密惠红,于曙光"
300156.SZ,20180428,20171231,保留意见,大信会计师事务所,"密惠红,于曙光"
300156.SZ,20140429,20131231,带强调事项段的无保留意见,瑞华会计师事务所,"许岩峰,姚增申"
300167.SZ,20140429,20131231,保留意见,大华会计师事务所,"邱俊洲,曾小生"
300169.SZ,20150423,20141231,带强调事项段的无保留意见,天健会计师事务所,"张建华,李勤"
300176.SZ,20180829,20180630,带强调事项段的无保留意见,中天运会计师事务所,"江海峰,赵志刚"
300176.SZ,20180427,20171231,保留意见,立信会计师事务所,"潘冬梅,司徒慧强"
300189.SZ,20190426,20181231,带强调事项段的无保留意见,立信会计师事务所,"李进华,王莉莉"
300189.SZ,20180424,20171231,带强调事项段的无保留意见,立信会计师事务所,"刘泽波,王莉莉"
300208.SZ,20180425,20171231,带强调事项段的无保留意见,山东和信会计师事务所,"左伟,杨国"
300208.SZ,20170426,20161231,带强调事项段的无保留意见,山东和信会计师事务所,"左伟,郭金明"
300208.SZ,20160326,20151231,带强调事项段的无保留意见,山东和信会计师事务所,"左伟,李长欢"
300268.SZ,20170415,20161231,保留意见,利安达会计师事务所,"许长英,刘曦"
